"age","sleep","sensor1","sensor2","sensor3","sensor5","sensor6","sensor7","sensor8","sensor9"
37,"sleep",0.41,20.8,30.03,31.45,1.98,0.19,2.29,-0.58
39,"sleep",0.43,7.29,33.16,33.28,2.05,-0.2,5.39,0.98
39,"sleep",0.13,3.04,33.67,33.06,5.62,-0.35,3.12,0.11
38,"nosleep",0.31,7.43,31.87,30.29,1.2,0.94,4.26,0
32,"sleep",0.24,6.32,32.36,32.08,0,-0.16,0.13,0.43
30,"sleep",0.5,4.15,32.06,31.34,0,-0.06,0,-0.52
32,"sleep",0.12,16.65,31.03,29.79,1.18,-0.5,1,0.85
34,"nosleep",0.22,12.31,30.75,29.78,75.82,0.88,58.49,-0.26
36,"sleep",0.48,5.65,29.44,30.15,0.09,0,0.56,-0.31
34,"nosleep",0.61,18.39,31.66,30.72,105.84,0.9,87.71,-0.53
37,"sleep",0.4,27.7,29.19,31.36,0.43,0.35,1.04,-0.43
32,"nosleep",0.1,23.5,32.28,31.59,78.11,0.58,106.82,-0.53
36,"sleep",0.55,9.17,28.93,30.11,1.13,0.04,0.16,-0.54
30,"sleep",0.33,3.19,32.01,30.92,0,0,0,-0.86
36,"nosleep",0.59,15.68,31.36,32.77,129.49,0.95,98.45,-0.19
39,"nosleep",1.21,15.83,34.27,34.27,551.58,0.82,433.48,-0.53
39,"nosleep",1.93,19.26,33.14,32.59,93.44,0.9,112.71,-0.21
32,"sleep",0.1,3.81,33.97,33.19,0.03,-0.27,0,0.74
39,"sleep",0.09,19.5,31.9,31.04,11.6,-0.95,9.18,0.19
32,"sleep",0.06,20.46,31.07,30.51,0.15,-0.08,0.1,1.01
30,"sleep",0.61,8.16,31.39,30.92,0.81,0.09,0.87,-0.47
38,"sleep",0.18,5.21,30.63,29.54,0.57,0.32,0.27,-0.67
32,"nosleep",0.12,20.8,29.61,28.51,17.08,0.47,29.89,-0.54
39,"sleep",0.43,6.27,33.84,33.45,3.81,0.45,5.3,-0.46
37,"sleep",0.25,5.89,31.69,30.54,0.09,0.09,0.63,-0.1
38,"sleep",0,0,0,-273.15,12.46,0.5,13.29,-0.66
32,"nosleep",0.14,17.9,31.29,30.39,11.54,0.67,30.56,-0.66
37,"sleep",0.59,5.55,31.12,32.1,0.1,0.12,0.76,-0.52
38,"sleep",0.29,10.47,32.24,31.69,0.06,-0.47,0.34,0.79
34,"nosleep",0.2,16.79,30.71,29.74,622.54,1.1,279.9,-0.21
31,"nosleep",0.59,22.01,31.91,30.2,19.4,0.89,36.26,-0.35
39,"sleep",0.43,18.05,33.36,33.4,5.11,-0.77,12.47,-0.12
32,"sleep",0.1,3.76,34.11,33.5,0,-0.41,0.02,0.27
30,"sleep",1.61,9.65,30.16,29.3,0,0,0,-0.65
24,"sleep",0.21,2.8,33.38,32.61,1.41,-0.03,0.55,-0.44
39,"sleep",0.16,7.19,33.93,33.06,2.92,0.33,7.8,-0.23
34,"nosleep",2.15,15.59,30.63,30.11,90.86,4.17,53.97,-0.45
31,"sleep",0.23,12.07,31.44,31.03,3.35,0.4,4.17,-1.1
37,"nosleep",0.67,16.07,30.05,31.97,49.18,0.35,60.21,-0.89
35,"nosleep",0.46,16.12,31.97,30.78,20.21,0.93,12.35,-0.49
30,"nosleep",0.36,9.6,32.29,31.4,7.48,0.89,9.11,-0.36
38,"sleep",0.3,13.47,29.36,28.31,0.43,0.6,1.37,-0.38
31,"nosleep",0.28,17.47,31.17,30.13,13.92,0.87,14.81,-0.62
34,"nosleep",0.57,12.4,30.63,29.32,18.96,1.03,16.15,-0.38
37,"nosleep",0.39,9.41,30.77,31.89,25.06,0.85,21.89,-0.28
39,"nosleep",0.19,11.58,31.96,31.09,67.24,0.79,43.59,-0.48
39,"sleep",0.2,0.1,32.42,31.74,4.6,-0.29,7.11,0.19
34,"nosleep",0.36,24.03,31.43,30.28,99.37,0.88,80.93,-0.42
38,"sleep",0.4,14.14,31.04,30.31,1.48,0.37,0.85,-0.54
32,"sleep",0.08,10.33,33.49,32.91,0.07,0.47,0,-0.07
34,"sleep",0.35,29.54,31.34,29.87,0.39,-0.24,0.65,0.82
34,"nosleep",0.85,25.1,32.74,31.97,211.78,1.23,194.64,0.27
39,"nosleep",0.5,93.43,22.58,24.06,515.71,0.79,355.39,-0.62
31,"nosleep",0.3,19.35,30.08,28.52,14.37,0.87,24.05,-0.41
30,"nosleep",1.24,89.23,24.5,23.61,652.52,1.04,524.75,-0.22
39,"nosleep",0.18,30.5,30.65,30.22,281.17,0.81,241.66,0.01
30,"sleep",0.43,4.83,30.51,28.96,0.13,0.14,0.15,-0.79
39,"sleep",0.15,0.58,34.95,34.58,1.79,-0.2,5.87,0.13
34,"nosleep",0.37,7.38,30.63,28.99,129.38,1.01,67.52,-0.24
37,"sleep",0.26,1.69,32.45,31.26,0.25,0.16,0.31,-0.87
30,"sleep",0.36,2.41,32.06,31.57,0,-0.48,0,0.21
37,"nosleep",0.38,16.55,30.26,31.88,117.82,0.83,140.29,-0.38
38,"sleep",0.17,0.29,33.13,32.02,0.25,-0.04,0.52,-0.1
34,"nosleep",0.84,16.46,32.35,31.21,213.6,1.12,211.44,0.08
31,"nosleep",2.02,21.33,30.61,29.73,11.79,0.93,21.37,-0.3
38,"sleep",0,0,0,-273.15,11.5,0.07,12.27,-0.15
32,"sleep",0.08,8.54,33.54,32.59,0,0.42,0,-0.19
38,"sleep",0.41,9.07,33.24,32.34,0.1,-0.7,0.64,0.41
31,"sleep",0.1,8.83,31.12,30,0.5,-0.12,0.98,-0.17
37,"sleep",0.52,13.61,30.05,31,0.98,0.16,0.09,-0.91
37,"sleep",0.38,4.49,27.43,27.63,0.16,0.06,0.37,-0.9
39,"sleep",0.32,3.38,34.25,34.1,2.63,-0.22,5.64,0.09
31,"nosleep",0.41,20.51,29.83,29.05,53.05,0.76,108.61,-0.72
37,"sleep",0.53,15.44,29,30.26,1.86,0.19,0.4,-0.9
39,"sleep",0.2,1.35,34.6,34.37,5.44,-0.29,5.41,0.13
38,"sleep",0.36,5.79,31.77,31.65,0.17,-0.3,1.57,0.4
32,"sleep",0.09,9.7,32.89,31.76,0.73,0.58,1.05,-0.08
34,"nosleep",0.3,10.86,31.22,29.84,34.45,0.79,47.32,-0.17
24,"sleep",0.15,4.87,31.13,30.38,0.97,-0.23,0.66,0.22
38,"sleep",0,0,0,-273.15,12.46,0.08,13.29,0.03
35,"nosleep",0.32,18.97,30.9,30.04,0.47,0.69,1.94,-0.53
30,"sleep",0.31,4.15,29.82,28.94,0,0.39,0.04,-0.91
39,"sleep",0.33,2.94,34.18,32.61,18.99,-0.19,17.89,-0.1
39,"sleep",0.2,-0.39,34.77,34.52,1.99,-0.31,11.43,0.75
34,"nosleep",0.2,12.36,31.25,30.18,0.03,0.7,0.69,-0.46
37,"sleep",0.42,14.91,30.33,30.94,0.34,0.39,0.48,-0.84
30,"sleep",0.53,5.79,32.04,31.84,1.36,-0.04,2.31,-0.52
30,"sleep",0.36,11.05,30.98,29.86,4.66,-0.02,6.27,-0.85
31,"nosleep",0.17,14.24,29.68,28.96,13.79,0.93,25.75,-0.5
36,"nosleep",0.17,10.33,29.73,31.27,44.99,0.29,50.79,-0.76
36,"sleep",0.6,4.01,31.17,31.71,0.47,0.07,0.39,-0.61
38,"sleep",0.41,0.53,33.07,31.91,0.23,-0.08,0.68,-0.04
32,"sleep",0.19,9.94,31.93,31.89,1.42,-0.26,1.8,0.78
38,"sleep",0.28,12.64,30.6,29.44,1.34,-0.04,1.96,-0.33
34,"nosleep",1.88,11.44,30.93,30.11,46.91,0.95,19.94,-0.33
30,"sleep",0.24,10.57,31.41,30.81,0.31,0.03,0.13,-0.7
24,"nosleep",0.2,19.26,27.49,26.81,29.07,0.83,46.77,-0.32
32,"sleep",0.08,18.29,32.87,31.89,0.11,-0.72,0.12,0.34
37,"sleep",0.68,14.48,29.5,30.71,1.4,0.5,1.12,-0.49
38,"sleep",0.25,5.16,31.08,29.94,0.32,-0.06,0.71,-0.55
37,"nosleep",0.55,10.96,31.51,32.88,21.29,0.46,26.58,-0.87
32,"sleep",0.47,16.84,32.71,32.22,3.08,0.08,7.61,-0.86
30,"sleep",0.36,12.21,31.14,30.77,3.01,-0.32,4.17,0.52
30,"sleep",0.51,5.65,32.46,31.63,0.02,0.17,0.02,-0.84
32,"sleep",0.09,25.1,31.05,31.1,2.22,-0.09,1.95,1.02
37,"sleep",0.2,4.68,31.54,30.8,0.27,-0.25,0.65,0.33
39,"nosleep",0.44,16.6,30.55,29.92,75.76,0.48,79.04,-0.83
34,"sleep",0.67,20.08,31.05,30.07,11.33,0.34,10.91,-0.32
37,"sleep",0.58,3.33,31.33,32.37,1.87,0.49,0.83,-0.5
36,"sleep",0.51,3.96,30.72,31.22,1.16,0.03,0.64,-0.74
38,"sleep",0.2,6.61,31.77,30.85,0.4,0.34,0.27,-0.36
37,"sleep",0.39,3.81,28.47,28.79,0.2,-0.07,0.85,-0.85
37,"nosleep",0.3,13.9,30.03,31.31,27.22,0.47,37.28,-0.54
39,"sleep",0.55,-2.8,35.6,35.1,4.19,0.16,5.25,-0.69
36,"sleep",0.4,20.9,27.08,28.7,0.48,0.07,0.77,-0.71
38,"sleep",0.27,3.96,32.19,30.96,0.33,0.12,1.22,-0.44
36,"sleep",0.43,16.89,29.83,31.56,1.13,-0.14,2.79,-0.82
37,"nosleep",0.53,14.86,30.81,32.41,14.65,0.31,23.12,-0.89
36,"sleep",0.47,18.39,28.79,30.13,0.2,0.35,2.7,-0.63
35,"nosleep",0.64,11.63,31.78,30.69,23.86,0.91,17.6,-0.44
32,"nosleep",0.03,23.07,28.75,27.68,7.48,0.48,8.39,-0.58
32,"sleep",0.08,16.26,33.02,32.13,0.17,0.53,0.12,-0.59
39,"nosleep",1.7,25.14,31.77,32.16,827.36,0.83,464.71,-0.54
34,"nosleep",0.43,-0.1,31.89,30.35,86.26,0.97,64.93,-0.15
39,"nosleep",0.16,7.43,34.12,33.38,64.96,0.6,31.46,-0.11
37,"nosleep",0.68,13.9,31.54,32.99,26.53,0.39,43.99,-0.94
35,"nosleep",0.53,-3.14,33.38,32.78,74.66,0.73,112.49,-0.33
34,"nosleep",1.7,8.2,32.53,31.93,277.7,1.08,153.92,-0.22
31,"nosleep",0.28,21.72,30.4,29.47,38.55,0.51,59.92,-0.84
36,"sleep",0.48,14.58,30.14,31.22,7.88,0.04,9.85,-0.81
39,"sleep",0.1,6.32,33.77,32.91,2.48,0.23,9.23,-0.41
30,"sleep",0.33,4.54,30.48,29.8,0.19,0.48,0.73,-0.34
38,"sleep",0.28,14.48,32.31,31.87,0.09,-0.58,0.68,0.87
38,"nosleep",1.08,52.65,27.61,27.46,1495,0.92,771.51,-0.34
24,"nosleep",1.3,20.7,28.61,29.35,1554.5,0.98,1198.4,-0.06
39,"nosleep",0.78,63.46,27.95,29.5,833.13,0.79,377.63,-0.44
36,"sleep",0.42,20.27,27.47,28.97,13,-0.32,15.27,0.22
39,"nosleep",0.61,65.39,28.51,30.15,927.3,0.77,375.94,-0.52
32,"nosleep",4.73,72.82,28.67,27.73,1046,0.97,536.78,-0.25
30,"nosleep",0.28,15.4,30.48,29.54,41.53,0.78,60.4,-0.58
37,"sleep",0.44,5.5,28.61,29.77,1.07,-0.22,0.33,-1.04
38,"sleep",0.46,5.41,32.73,32.32,1.85,0.27,5.86,-0.96
31,"nosleep",0.64,24.81,31.82,30.7,2.01,0.68,3.2,-0.46
32,"sleep",0.1,26.35,31.84,30.94,0.96,0.27,1.06,-0.91
39,"nosleep",0.38,29,30.37,29.79,853.57,0.83,378.9,-0.5
31,"sleep",0.07,19.98,30,29.18,0.57,-0.06,0.69,-0.55
39,"sleep",0.13,24.95,30.88,30.15,1.9,-0.8,7.92,0.07
39,"nosleep",0.34,12.84,32.84,32.48,19.01,0.47,23.08,-0.52
37,"sleep",0.53,3.96,31.34,32.08,1.14,0.14,7.99,-0.92
39,"nosleep",0.51,50.19,31.19,33.13,845.62,0.82,421.76,-0.5
31,"sleep",0.27,0.48,32.18,30.13,3.27,0.24,3.04,-0.76
31,"sleep",0.43,3.38,33.22,32.55,0.02,0.35,0.29,-0.84
37,"sleep",0.27,2.03,32.58,31.72,0,-0.13,0.27,0.06
38,"sleep",0,0,0,-273.15,11.5,-0.12,13.29,0.89
39,"nosleep",0.28,28.28,29.95,29.11,477.55,0.82,295.22,-0.49
37,"nosleep",0.31,16.99,29.21,31.12,88.47,0.87,74.93,-0.42
32,"sleep",0.2,1.3,32.25,31.95,0.97,-0.29,0.87,0.77
35,"nosleep",0.36,13.22,31.32,30.29,28.61,0.83,31.02,-0.43
34,"nosleep",0.59,26.01,28.33,26.49,45.77,1.08,36.77,-0.04
34,"nosleep",0.57,13.75,32.02,30.89,62.2,0.95,41.06,-0.5
38,"nosleep",0.25,14.77,30.75,29.92,153.16,0.82,227.24,-0.13
32,"sleep",0.07,9.8,32.39,31.89,0.09,-0.19,0,0.88
30,"nosleep",0.35,11.49,31.31,30.33,29.3,0.57,60.07,-0.72
38,"sleep",1.27,6.52,33.12,32.17,0.07,-0.55,0.38,0.98
38,"sleep",0.36,13.18,32.4,31.93,0.02,-0.59,0.4,0.89
32,"sleep",0.06,31.66,31.45,31.83,0.11,-0.35,0,0.94
29,"nosleep",0.2,6.56,24.48,23.18,12.33,1.01,18.85,-0.34
38,"nosleep",0.46,63.37,29.22,26.81,228.28,0.72,206.56,-0.61
38,"sleep",0.31,6.18,32.08,31.11,0.36,-0.02,1.18,-0.64
38,"sleep",0.38,4.44,32.87,32.23,7.41,-0.12,6.2,-0.24
32,"nosleep",0.12,21.67,32.15,31.05,6,0.27,23.64,-0.48
31,"nosleep",1.34,21.52,32.51,31.78,41.15,0.73,56.17,-0.26
31,"sleep",0.17,14.86,32.36,31.48,0.28,-0.64,0.25,0.81
37,"nosleep",0.44,25.43,30.56,32.77,120.5,0.64,63.74,-0.44
30,"nosleep",0.33,15.73,30.59,29.56,37.19,0.91,56.24,-0.27
37,"sleep",0.35,10.47,29.52,30.42,4.4,0.07,12.03,-0.94
38,"sleep",0.17,1.06,32.92,31.8,3.33,-0.09,6.92,-0.22
39,"nosleep",0.32,66.26,25.86,26.37,1188.2,0.85,606.96,-0.44
24,"sleep",0.19,3.28,33.67,33.27,0.33,-0.24,0.59,-0.35
32,"nosleep",0.04,25.87,30.16,29.36,51.81,0.62,58.97,-0.6
35,"nosleep",0.29,1.98,32.92,31.4,30.33,0.93,9.12,-0.21
39,"sleep",0.12,8.2,32.9,30.8,1.75,0.17,5.49,-0.81
39,"nosleep",0.69,63.17,30.94,32.5,678.8,0.82,348.94,-0.55
31,"sleep",0.12,11,32.13,31.4,0.14,0.46,0.39,0.36
32,"sleep",0.31,14.29,31.98,31.02,1.45,0.27,1.51,-0.79
37,"nosleep",0.15,18.19,30.08,31.33,213.91,0.96,113.66,-0.2
39,"sleep",0.2,8.88,33.33,33.42,1.62,0.1,3.55,-0.14
38,"sleep",0.31,10.91,31.79,31.22,0.15,-0.6,0.87,0.87
39,"sleep",0.56,1.06,34.79,34.54,2.66,-0.09,6.41,0.65
34,"nosleep",0.19,9.85,30.09,28.99,15.73,1.1,7.87,-0.2
43,"nosleep",0.76,22.49,31.2,30.52,99.6,-0.7,33.58,0.22
35,"nosleep",0.22,29.68,29.69,27.38,69.96,0.29,75.45,-0.22
35,"sleep",0.31,5.98,32.44,31.2,0,0.61,0.02,-0.82
32,"sleep",0.25,8.01,33.07,32.05,0.25,-0.1,0.18,-0.39
34,"nosleep",0.29,13.13,30.89,29.53,31.8,0.83,44.03,-0.25
36,"sleep",0.44,6.52,29.55,31.02,1.8,0.03,0.05,-0.41
32,"sleep",0.07,14.48,32.53,31.44,0.07,0.19,0,-0.86
30,"nosleep",0.28,14.43,29.5,28.68,14.37,0.32,20.18,-0.89
34,"nosleep",0.19,7.38,29.94,27.87,54.24,1.1,24.56,-0.18
34,"sleep",0.2,-5.31,33.09,31.55,0.04,0.36,0.09,-0.88
24,"sleep",0.1,4.49,32.61,32.08,1.85,-0.28,0.31,-0.58
31,"sleep",0.53,3.43,30.58,29.71,1.02,0.43,7.89,-0.4
34,"nosleep",0.51,10.42,31.42,30.18,2.85,0.8,4.73,-0.48
31,"nosleep",0.28,14.04,32.13,30.9,5,0.48,16.39,-0.47
34,"nosleep",1.85,24.61,30.07,29.15,4.02,1.03,13.53,-0.4
36,"nosleep",0.39,19.06,29.46,31.22,106.13,0.78,129.78,-0.47
38,"sleep",0.22,5.98,33.13,32.6,0.19,0,0.79,-0.14
32,"sleep",0.1,26.74,32.93,32.59,1.2,-0.46,0.66,0.86
32,"sleep",0.05,26.06,31.86,30.66,0.02,-0.63,0.17,0.45
37,"nosleep",0.38,11.25,31.9,33.48,149.95,0.76,171.66,-0.36
35,"nosleep",0.41,12.16,31.44,30.29,9.45,1.12,9.55,-0.17
34,"nosleep",0.51,17.57,33.28,32.01,41.64,1.01,40.11,-0.35
37,"sleep",0.41,3.81,30.97,32.23,0.04,-0.12,0.54,-0.55
38,"nosleep",0.29,14.62,31.71,30.82,22.03,0.53,29.48,-0.45
39,"nosleep",0.27,10.52,33.91,33.87,354.05,0.97,238.71,-0.13
31,"sleep",4.31,7.38,32.39,31.44,0,0.49,0.09,-0.62
31,"nosleep",0.54,25.82,31.04,29.75,0.36,0.52,0.31,-0.23
37,"nosleep",0.67,14.14,29.42,31.12,17.35,0.97,58.75,-0.21
37,"sleep",0.55,15.44,27.36,28.58,30.13,-0.06,45.94,-0.92
34,"nosleep",3.52,25.63,30.34,29.52,81.8,4.43,58.22,-0.17
38,"sleep",0.43,7.77,31.96,32.13,0.06,-0.29,0.23,0.6
30,"nosleep",0.28,15.06,31.02,29.93,70.5,0.49,117.11,-0.83
39,"sleep",0.36,4.54,33.82,32.78,2.33,0.34,3.74,-0.58
38,"sleep",0.28,14.86,32.16,31.7,0.09,-0.58,0.66,0.87
32,"sleep",0.12,2.85,30.46,29.72,1.03,-0.16,1.33,-0.31
37,"sleep",0.57,8.16,30.92,32.19,1.32,-0.04,1.06,-0.99
39,"nosleep",0.18,19.26,26.95,25.13,27.53,1,29.03,0.14
32,"sleep",0.64,18.53,33.4,32.43,0.27,0.52,0.39,-0.64
37,"nosleep",0.33,14.96,30.64,32.37,6.14,0.42,15.53,-0.92
24,"sleep",0.36,6.23,33.59,32.95,6.59,-0.16,5.89,-0.38
24,"sleep",0.12,2.94,32.7,32.38,0.42,0.01,0.24,-1.05
34,"nosleep",0.42,8.45,30.46,29.67,1.1,0.68,1.48,-0.74
30,"sleep",0.25,9.07,31.34,30.48,0,-0.11,0,-0.9
39,"nosleep",0.84,50.72,31.8,32.53,801.79,0.85,490.35,-0.52
37,"nosleep",0.67,15.54,30.81,32.45,38.66,0.52,50.77,-0.64
30,"sleep",1.69,-0.58,32.52,31.42,0,0.1,0,-0.81
36,"nosleep",0.82,13.8,28.66,30.33,44.7,0.75,45.16,-0.44
38,"nosleep",0.71,34.31,31.42,31.54,1586.7,0.89,771.81,-0.38
38,"sleep",0.26,-2.22,32.9,32.11,0.3,-0.22,0.48,0.23
24,"nosleep",0.05,12.84,31.5,31.12,4.62,0.68,5.91,-0.64
32,"sleep",0.14,7.58,32.36,31.21,0.24,-0.45,0.25,-0.94
32,"sleep",0.22,10.38,33.5,33.15,33.86,0.75,26.88,-0.25
30,"sleep",0.3,18.97,29.75,29.46,0.05,-0.82,0.05,0.36
38,"sleep",0.26,9.12,30.99,30.23,0.19,-0.05,0.68,-0.45
32,"nosleep",0.22,8.11,32.29,31.35,1.57,0.2,1.92,-0.81
32,"nosleep",0.12,17.76,30.88,30.26,2.97,0.66,7.2,-0.67
34,"nosleep",0.68,20.61,32.69,31.84,0.56,1.05,0.25,-0.31
36,"sleep",0.43,11.63,27.87,28.97,2.04,-0.07,1.72,-0.8
39,"sleep",0.18,2.22,33.96,33.02,4.76,0.67,3.78,-0.5
36,"sleep",0.61,8.11,30.09,30.98,0.88,-0.05,1.13,-1.05
37,"sleep",0.63,6.08,28.97,29.77,0.94,-0.04,14.14,-0.45
37,"nosleep",0.22,13.85,29.6,28.58,21.26,0.72,25.94,-0.49
37,"sleep",0.4,3.43,30.21,31.93,0.26,0,0.49,-0.97
37,"nosleep",0.4,10.47,31.92,33.42,10.94,0.21,17.23,-0.59
37,"nosleep",0.44,12.89,30.74,32.65,58.97,0.93,56.16,-0.27
24,"sleep",0.29,3.14,33.28,31.95,0.04,-0.12,0.43,-0.79
39,"sleep",0.17,2.17,34.76,34.48,3.39,0.28,2.64,-0.38
35,"nosleep",0.13,9.89,30.85,29.37,19.91,1.03,17.25,-0.3
30,"nosleep",0.37,14.43,31.84,30.54,14.82,0.75,23.25,-0.43
37,"sleep",0.72,18.97,29.9,31.2,0.39,0.35,0.6,-0.65
39,"nosleep",0.37,24.28,32.58,31.85,173.42,0.87,181.71,-0.07
32,"sleep",0.12,17.86,33.36,33.21,0.07,-0.3,0,0.98
31,"nosleep",0.84,22.39,30.55,29.46,14.73,0.73,15.52,-0.39
34,"nosleep",0.45,29.1,30.56,29.21,117.25,0.84,140.74,-0.39
32,"sleep",0.1,17.23,29.82,29.03,2.11,-0.12,2.29,-0.42
31,"nosleep",0.2,14.53,29.95,29.25,1.17,-0.13,1.56,-0.31
24,"sleep",0.17,2.46,32.99,32.51,3.46,-0.27,1.97,0.1
37,"sleep",0.51,5.02,32.06,30.87,0.12,0.22,0.44,-0.85
37,"sleep",0.47,11.92,32.6,32.47,0.02,-0.12,0.47,0.15
37,"sleep",0.67,16.31,30.49,31.71,45.39,0.34,62.66,-0.34
29,"nosleep",0.37,8.2,27.02,26.14,509.34,1.03,288.16,-0.31
39,"nosleep",1.41,44.45,30.43,29.32,749.42,0.79,418.71,-0.61
32,"sleep",0.24,12.69,32.04,31.36,0,0.57,0.17,-0.75
31,"nosleep",4.03,23.55,32.67,31.83,30.63,0.84,37.82,-0.37
32,"nosleep",0.12,16.12,30.96,29.66,1.45,0.32,1.8,-0.32
37,"nosleep",0.22,7.72,30.58,29.85,8.43,0.87,10.13,-0.39
34,"nosleep",3.46,14.33,31.49,30.65,132.54,1.03,92.99,-0.24
34,"nosleep",1.62,0,31.85,31.38,117.32,0.82,78.59,-0.33
34,"nosleep",2.39,17.86,30.83,29.85,45.76,1.02,32.37,-0.25
36,"sleep",0.36,27.8,25.58,27.14,0.67,0.17,1.38,-0.47
37,"sleep",0.48,10.57,31.09,31.78,3.06,0.28,11.73,-0.9
32,"sleep",0.17,14.53,32.43,31.61,0,0.46,0.02,-0.04
30,"sleep",0.3,13.75,29.7,28.98,0.02,0.57,0.12,-0.52
36,"nosleep",0.83,14.14,30.74,32.04,77.29,0.85,76.39,-0.4
38,"sleep",0.2,11.2,32.19,31.74,0.27,-0.75,0.33,0.72
37,"nosleep",0.23,12.84,30.55,29.15,0.06,0.92,0.42,0.06
31,"nosleep",0.45,19.16,32.1,31.31,38.99,0.97,43.93,-0.19
39,"sleep",0.19,18.15,32.33,31.66,2.05,-0.86,7.31,0.14
32,"nosleep",0.08,18.97,32.53,31.81,24.83,0.75,30.24,-0.34
39,"nosleep",0.56,68.05,27.53,29.36,912.56,0.79,519.29,-0.41
32,"sleep",0.2,14.72,31.96,31.11,5.97,0.25,9.99,-0.49
38,"sleep",0.31,3.96,32.09,31.13,0.45,0.02,1.01,-0.26
37,"nosleep",0.65,5.21,32.07,33.48,100.3,0.77,94.72,-0.26
31,"sleep",0.14,9.65,32.99,32.28,0.3,-0.49,0.54,0.83
43,"sleep",3.66,7.82,33.05,32.85,0,-0.14,0,0.25
36,"sleep",0.83,19.01,30.16,31.73,1.73,0.25,0.25,-0.9
39,"sleep",0.15,6.23,33.74,32.48,5.84,-0.11,5.96,-0.83
38,"nosleep",0.33,22.92,29.9,28.95,375.6,0.89,183.22,-0.41
38,"sleep",0.36,7.09,32.84,32.26,0.05,0.29,0.22,-1
37,"nosleep",0.57,7.72,32.5,33.93,5.14,0.48,4.73,-0.84
38,"sleep",0.28,3.19,33.3,32.7,0.11,0.13,0.9,0.39
34,"nosleep",0.5,18.1,32.86,31.9,9.01,0.7,8.7,-0.44
39,"nosleep",0.25,11.58,33.91,33.11,1.51,0.04,4.27,-0.76
31,"sleep",0.1,11.49,31.59,29.74,0.05,0.13,0.51,-0.21
37,"nosleep",0.61,9.17,30.77,32.08,0.91,0.71,2.3,-0.63
34,"nosleep",0.37,9.36,30.17,29.23,2.85,0.75,4.11,-0.69
32,"sleep",0.15,8.49,34.14,33.5,0,-0.05,0.02,-0.49
32,"nosleep",0.12,21.86,31.3,30.02,217.43,0.92,139.07,-0.4
34,"nosleep",0.49,14.86,33.54,32.29,18.49,0.8,17.17,-0.32
34,"nosleep",0.36,29.1,29.92,28.95,94.87,1.04,62.69,-0.31
39,"sleep",0.24,-0.34,34.48,34.21,1.35,-0.31,8.14,0.74
37,"nosleep",0.3,11.29,29.23,30.53,138.9,0.93,83.26,-0.27
38,"sleep",0,0,0,-273.15,31.64,0.82,34.75,-0.23
39,"nosleep",3.6,20.12,33.96,34.56,559.99,0.8,307.34,-0.52
38,"sleep",0.31,13.95,30.91,29.49,0.07,0.17,0.53,0.01
39,"sleep",0.43,27.8,32.92,33.78,1.71,-0.25,7.65,0.62
31,"nosleep",0.51,23.26,32.18,31.31,19.69,0.94,44.92,-0.46
32,"sleep",0.26,13.66,33.16,32.09,1.5,0.63,1.05,-0.5
37,"sleep",0.68,4.15,30,30.87,0.24,-0.18,0.44,-0.9
37,"nosleep",0.4,16.31,30.21,31.78,68.6,0.87,76.59,-0.17
37,"sleep",0.53,8.83,32.04,33.23,5.79,0.39,2.99,-0.88
36,"sleep",0.51,19.5,28.42,29.45,3.3,0.26,2.08,-0.74
32,"nosleep",0.08,22.15,28.72,27.94,18.19,0.81,19.52,-0.49
36,"nosleep",0.59,12.6,30.16,31.93,86.66,0.83,43.4,-0.52
36,"nosleep",0.37,20.32,26.81,27.75,20.31,0.86,59.86,-0.38
24,"nosleep",0.17,24.47,27,26.53,20.08,0.61,28.71,-0.7
38,"sleep",0.33,14.19,31.34,30.91,0.12,-0.24,1.24,0.51
37,"sleep",0.31,11.73,30.76,30.27,0.18,-0.14,0.65,-0.2
36,"nosleep",0.89,17.28,32.02,33.16,38.57,0.65,48.79,-0.68
32,"sleep",0.78,2.32,33.73,32.95,0.64,0.06,0.63,-0.42
36,"nosleep",0.82,30.07,28.32,30.54,62.36,0.44,56.32,-0.59
37,"sleep",0.83,2.03,32.63,33.67,34.02,-0.1,34.41,-0.41
37,"nosleep",0.43,13.61,27.92,28.72,98.39,0.8,101.61,-0.42
34,"nosleep",0.16,17.52,31.88,30.4,284.93,1.07,123.81,-0.22
32,"nosleep",0.14,10.04,31.46,30.83,39.5,0.86,37.38,-0.31
32,"sleep",0.08,11.53,31.09,30.36,1.6,0.48,1.69,0.18
37,"nosleep",0.3,7.91,30.28,31.4,11.34,0.48,29.06,-0.69
30,"nosleep",0.18,17.23,29.44,28.13,18.79,-0.42,24.38,-0.71
38,"sleep",0.22,7.91,31.37,30.29,0.35,-0.07,0.8,-0.29
37,"nosleep",0.36,14.91,31.01,32.56,27.44,0.33,30.99,-0.89
36,"nosleep",0.9,34.8,29.7,31.62,383.7,0.84,386.88,-0.46
39,"nosleep",0.23,6.66,32.37,31.15,79.01,0.91,75.09,-0.1
38,"nosleep",0.71,33.69,31.16,31.33,1516.2,0.91,753.11,-0.35
32,"sleep",0.17,20.08,30.88,29.86,1.49,-0.1,2.18,0.7
31,"nosleep",0.27,19.45,29.63,28.79,9.53,0.96,18.15,-0.44
37,"sleep",0.33,10.47,32.06,31.39,0.21,-0.13,0.71,-0.99
