"age","tv","sensor1","sensor2","sensor3","sensor5","sensor6","sensor7","sensor8","sensor9"
38,"ntv",2.96,47.25,29.04,27.76,44.82,0.76,46.04,-0.42
38,"ntv",0.26,1.16,32.72,31.72,0.16,-0.03,0.23,-0.12
37,"wtv",0.33,11.92,28.63,30.04,16.25,0.51,23.57,-0.85
36,"ntv",0.77,3.67,30.59,32.39,0.24,-0.12,1.29,-1.01
36,"ntv",0.45,4.2,29.34,30.42,0.35,-0.06,1.79,-0.56
30,"wtv",0.3,14.19,30.9,29.99,14.84,-0.77,21.17,-0.15
39,"ntv",0.32,14.53,33.19,32.16,202.32,0.36,188.96,0.06
30,"ntv",0.32,12.89,30.75,30.43,0.67,-0.61,0.6,0.56
39,"ntv",0.58,44.5,26.9,25.34,466.67,0.88,365.88,-0.48
34,"wtv",0.16,15.49,31.12,30.02,56.2,0.28,58.6,-0.47
31,"ntv",0.16,1.16,31.59,30.33,0.31,-0.31,1.1,0.83
32,"ntv",0.12,17.71,31.75,31.43,1.99,-0.42,2.77,0.89
38,"ntv",0.26,5.26,32.5,31.63,0.04,-0.18,0.98,-0.21
31,"wtv",0.28,15.11,31.31,29.73,0.12,0.41,0.66,-0.72
32,"ntv",0.27,16.6,32.92,32.7,1.04,-0.33,1,0.88
35,"wtv",0.43,1.4,32.63,31.55,1.09,0.45,0.19,-0.04
35,"wtv",0.46,10.52,31.8,30.7,1.61,0.5,2.03,0.31
38,"ntv",0.3,-0.72,30.93,30.03,1.61,-0.12,3.89,-0.2
30,"ntv",0.33,14.24,30.27,29.28,199.25,0.86,167.57,-0.39
31,"wtv",0.28,19.55,32.58,31.74,5.07,0.81,10.04,-0.32
37,"ntv",0.4,1.35,31.19,31.75,16.18,0.37,0.32,-0.96
43,"wtv",5.46,21.19,32.08,30.95,3.68,0.58,1.52,0.57
36,"ntv",0.43,19.35,28.24,29.73,0.95,0.33,1.95,-0.5
30,"wtv",0.17,16.12,28.61,27.47,7.75,0.49,15.57,-0.71
39,"ntv",0.16,6.9,34.44,34.18,3.41,-0.2,3.1,1.03
34,"wtv",0.24,24.9,29.05,28.61,0.18,-0.85,0.29,0.4
35,"wtv",0.24,18.34,29.26,27.31,0.16,0.5,0.46,-0.14
38,"ntv",0.26,9.51,31.49,30.42,24.85,0.33,34.76,-0.28
34,"wtv",0.51,17.33,31.7,30.95,80.07,0.97,55.14,-0.24
34,"wtv",1.17,6.37,32.54,31.86,67.75,0.55,45.97,-0.64
39,"ntv",0.18,2.8,35.05,34.68,2.94,-0.3,2.02,-0.13
24,"ntv",0.2,22.06,28.25,27.65,25.69,0.83,37.91,-0.27
38,"ntv",0.46,1.21,32.73,31.8,0.06,-0.07,0.21,-0.62
38,"ntv",0.4,0.87,32.63,31.3,0.16,-0.03,0.52,-0.02
25,"wtv",0.83,9.89,31.53,29.88,0.06,0.01,0,-0.74
31,"ntv",0.4,25.43,29.57,28.56,50.51,0.84,47.39,-0.52
38,"wtv",0.4,5.84,31.89,30.62,1.5,0.72,1.64,-0.2
37,"ntv",0.35,6.03,29.68,30.71,0.09,-0.07,0.37,-0.96
24,"wtv",0.06,4.54,31.72,30.79,0.61,0.6,0.09,-0.68
34,"wtv",0.24,4.68,31.47,29.46,0.39,0.39,2.46,-0.35
35,"ntv",1.61,4.39,31.86,31.14,0,-0.09,0,-0.4
46,"ntv",1.07,35.28,30.15,28.4,113.64,0.79,122.7,0.51
25,"wtv",0.88,10.81,32.14,30.98,0.14,0.23,0.18,-0.61
34,"ntv",1.32,29,30.19,29.41,366.99,1.01,257.5,-0.15
30,"wtv",0.32,13.27,30.81,29.97,11.23,0.57,19.34,-0.78
37,"ntv",0.48,3.96,29.08,29.68,0.13,-0.07,0.78,-1.04
31,"ntv",0.1,21.77,32.12,31.52,20.07,-0.17,27.51,-0.05
35,"wtv",0.25,22.88,30.59,29.39,0.31,-0.88,0.12,0.61
39,"ntv",0.19,6.9,33.75,34.02,3.52,-0.2,3.59,0.54
35,"ntv",0.37,-1.98,33.68,32.79,0,0.04,0,0.48
37,"wtv",0.28,11.29,30.47,29.18,2.07,0.39,4.63,-0.74
37,"ntv",0.28,7.53,29.11,30.51,2.03,-0.03,0.39,-0.97
37,"ntv",0.31,17.23,27.71,28.92,63.2,0.57,41.8,-0.53
34,"wtv",0.65,8.54,32.02,31.27,7.35,0.76,8.14,-0.22
37,"wtv",0.28,16.99,28.8,30.02,11.48,0.89,16.22,-0.3
35,"wtv",0.19,33.98,29.21,27.88,50.26,0.28,38.77,-0.36
38,"ntv",0.12,0.82,32.99,31.89,1.87,-0.09,1.5,-0.18
37,"wtv",0.29,11,30.47,29.18,1.85,0.35,2.19,-0.47
35,"wtv",0.19,29.34,28.56,27.08,2.58,-0.77,3.15,0.68
34,"wtv",0.44,5.89,30.9,29.21,1.09,0.97,1.56,-0.25
38,"ntv",0.25,7.09,32.43,31.83,0.18,0.18,0.51,-1
38,"ntv",0,0,0,-273.15,12.46,0.21,13.29,-0.28
34,"ntv",0.27,10.38,29.64,27.45,103.98,1.07,53.62,-0.27
34,"ntv",0.32,15.01,30.9,29.39,108.37,0.75,42.9,-0.2
39,"ntv",0.29,13.32,32.18,31.52,8.89,0.8,6.92,-0.52
36,"ntv",0.69,12.21,28.21,29.79,2.66,0.2,0.64,-0.72
37,"ntv",0.36,6.42,30.49,31.71,12.52,0.71,24.26,-0.51
24,"wtv",0.07,5.94,32.31,31.3,23.04,0.75,30.13,-0.55
38,"wtv",0.26,3.23,32.23,30.27,2.23,0.02,5.74,0.36
31,"ntv",0.25,18.97,30.46,30.1,4.58,-0.25,16.62,-0.37
24,"ntv",0.11,3.86,31.65,31.41,1,-0.21,0.75,0.05
37,"wtv",0.3,11.49,28.79,30.11,21.52,0.94,34.2,-0.23
30,"wtv",0.18,16.31,29.46,28.11,9.2,0.5,21.75,-0.74
31,"wtv",0.29,17.33,32.77,31.91,50.25,0.7,58.52,-0.36
34,"wtv",0.31,15.35,31.9,30.93,95.96,1.02,78.87,-0.3
34,"wtv",0.46,15.01,30.88,29.68,2.77,0.66,3.43,-0.51
37,"ntv",0.36,15.97,30.39,32.19,52.68,0.65,62.56,-0.73
35,"ntv",1.38,29.39,29.99,29.25,0.04,0.12,0,-0.96
36,"wtv",0.78,13.08,29.77,31.22,119,0.89,96.08,-0.27
38,"ntv",0.5,1.4,31.71,30.91,0.79,0.53,0.23,-0.06
31,"wtv",0.7,20.66,32.64,31.04,96.83,0.59,118.75,-0.66
38,"wtv",0.41,15.68,32.48,31.7,130.96,0.83,154.59,-0.16
38,"wtv",0.24,9.51,31.54,30.21,3.34,-0.89,6.56,0.35
39,"ntv",0.56,8.4,34.12,32.7,9.14,0.02,5.43,-0.99
38,"ntv",0.36,2.75,31.84,31.04,1.15,-0.27,0.42,-0.12
34,"wtv",0.46,12.36,30.85,29.41,6.27,0.86,9.52,-0.35
37,"ntv",0.67,1.93,30.03,29.93,0.81,0.24,1.23,-0.99
39,"ntv",0.2,5.94,33.99,34.02,2.6,-0.09,8.65,-0.73
37,"wtv",0.25,9.6,32.13,30.89,0.81,0.53,1.67,-0.21
30,"ntv",0.32,9.94,29.64,27.97,0.02,-0.24,0.09,-0.42
31,"wtv",0.23,19.01,31.85,30.81,0.25,0.65,1.28,-0.69
37,"wtv",0.34,12.69,29.18,30.8,16.1,0.82,14.55,-0.33
39,"ntv",1.36,41.6,32.8,33.19,1285.5,0.74,466.55,-0.63
35,"wtv",0.43,21.91,30.76,29.43,11.91,1.07,6.82,-0.21
31,"ntv",1.15,9.99,32.84,31.95,0.02,0.36,0.02,-0.67
37,"ntv",0.32,10.62,29.68,31.14,27.72,0.34,62.54,-0.79
32,"ntv",0.07,8.01,32.93,32.48,0.07,-0.19,0.02,0.88
31,"ntv",0.29,17.86,31.24,30.19,37.36,0.71,60.46,-0.75
38,"wtv",0.32,7.58,31.82,30.32,0.61,0.77,0.36,-0.12
34,"ntv",0.75,-1.74,33.23,31.43,6.57,0.91,4.26,-0.24
36,"wtv",0.82,10.28,29.83,31.29,4.54,0.54,5.11,-0.76
32,"ntv",0.06,10.86,32.13,31.17,0.37,0.62,0.86,-0.05
31,"wtv",0.65,22.73,32.4,30.77,158.43,0.69,204.79,-0.31
31,"ntv",0.42,-2.7,32.08,30.39,3.76,0.52,6.07,-0.96
24,"ntv",0.46,2.7,34.02,33.25,0.2,-0.07,4.76,-0.64
35,"wtv",0.43,18.24,31.15,29.65,5.4,1.12,4.41,0.15
30,"wtv",0.28,17.52,30.11,29.09,3.38,-0.29,6.18,-0.71
35,"wtv",0.42,16.46,30.58,28.79,48,0.74,40.55,-0.41
36,"ntv",0.47,6.18,29.62,30.51,0.33,0.06,1.87,-0.51
39,"ntv",2.17,29.05,34.34,35,1206.1,0.75,491.88,-0.37
25,"wtv",0.91,7.05,32.49,31.41,0.89,-0.04,0.54,-0.76
31,"wtv",0.32,23.31,32.02,30.96,10.13,0.84,13.4,-0.29
37,"wtv",0.43,8.88,30.64,31.51,9.73,0.59,18.8,-0.78
37,"ntv",0.71,12.21,30.03,31.78,13.77,0.98,18.24,0.15
32,"ntv",0.29,16.7,31.99,30.57,2.85,0.72,2.27,-0.36
34,"ntv",0.52,16.12,31.9,30.65,36.08,0.88,28.41,-0.26
31,"ntv",0.74,23.17,32.89,32.14,143.43,0.91,107.08,-0.32
38,"ntv",0.28,2.51,31.92,31.28,0.55,-0.22,0.55,0.23
35,"wtv",0.44,9.65,32.18,31.32,0.29,0.56,0.79,0.29
31,"wtv",1.27,13.8,31.93,30.5,47.24,0.89,43.55,-0.36
38,"ntv",0.49,4.83,33.26,32.98,1.47,-0.2,1.98,0.23
30,"wtv",0.27,16.79,29.95,28.98,4.65,-0.22,10.35,-0.95
37,"wtv",0.28,8.59,31.62,30.56,0.16,0.85,0.42,0.05
37,"wtv",0.24,10.57,32.09,30.51,0.21,0.34,0.54,-0.37
38,"ntv",0.68,32.33,29.49,28.65,90.57,0.39,134.67,-0.55
38,"ntv",0.15,21.09,29.83,28.65,69.83,0.68,41.84,-0.29
37,"wtv",0.38,5.45,31.19,32.39,9.33,0.43,16.2,-0.67
30,"ntv",0.18,67.81,25.5,23.48,834.85,1.01,580.88,-0.2
32,"ntv",6.31,61.44,30.96,31.07,151.17,0.3,162.45,-0.76
32,"ntv",5.85,48.65,29.94,28.92,172.86,0.4,134.96,-0.18
31,"wtv",0.32,21.91,32.15,31.09,6.89,0.44,10.56,-0.39
34,"wtv",1.48,7.91,32.75,32.2,15.13,0.55,9.6,-0.76
34,"ntv",0.35,11.44,31.26,28.95,22.6,0.21,17.77,0.13
35,"wtv",0.46,22.25,30.8,29.57,6.11,0.84,10.16,-0.14
38,"ntv",0.41,3.43,32.78,31.78,0.06,-0.07,0.39,-0.22
34,"wtv",0.21,7.91,32.28,31,11.76,0.87,17.8,-0.53
34,"wtv",0.38,9.75,31.41,30.05,2.19,0.76,2.98,-0.32
30,"wtv",0.17,12.89,28.68,27.6,2.91,0.86,6.86,-0.45
34,"wtv",0.42,8.78,31.63,30.09,2.83,1.03,2.21,-0.38
39,"ntv",0.1,22.3,32.7,31.99,211.55,0.87,379.49,0.18
38,"wtv",0.33,10.18,31.62,30.49,12.28,0.81,15.41,-0.11
34,"wtv",0.2,11.49,31.13,29.92,7.33,1,9.29,-0.18
31,"ntv",2.57,8.88,31.38,30.67,2.5,0.03,5.07,-1.24
24,"wtv",0.07,7.91,32,31.23,4.94,0.62,9.38,-0.65
34,"wtv",0.22,11.29,31.7,30.56,2.53,0.75,1.7,-0.25
37,"wtv",0.39,9.8,30.76,31.88,32.7,0.82,34.46,-0.32
37,"wtv",0.27,19.69,29.05,30.18,102.46,0.81,97.08,-0.38
37,"ntv",0.43,4.87,31.97,31.02,0.87,-0.17,0.33,0.29
24,"ntv",0.28,40.59,27.77,27.53,421.25,0.83,376.08,-0.41
36,"wtv",0.73,18.73,29.16,30.53,19.2,0.74,29.11,-0.62
34,"wtv",0.33,12.31,31.3,30.16,74.29,1.09,71.12,-0.26
24,"wtv",0.16,5.31,33.14,32.67,1.39,0.76,0.59,-0.36
34,"ntv",0.44,16.17,32.69,31.73,97.28,1.01,68.27,-0.28
31,"ntv",0.25,27.07,30.36,29.6,4.16,0.17,5.34,1.02
38,"wtv",0.3,12.11,30.58,29.67,0.06,0.86,0.56,-0.23
38,"wtv",0.26,2.75,32.23,30.25,0.17,0.53,0.19,0.6
31,"ntv",0.37,17.47,30.99,29.67,8.95,0.75,8.75,-0.33
38,"wtv",0.58,3.86,32.5,31.35,5.46,0.7,2.06,-0.35
34,"wtv",0.35,12.64,31.97,30.85,0.75,0.42,0.24,-0.78
34,"wtv",0.42,14.53,31.63,30.16,13.14,0.88,10.36,-0.22
34,"ntv",0.2,18.48,32.28,30.69,190.4,1.05,80.74,-0.08
39,"ntv",0.25,2.94,33.67,33.09,3.92,-0.2,3.37,-0.38
31,"wtv",0.24,33.78,31.61,30.7,27.4,0.65,34.2,-0.04
31,"wtv",0.63,24.13,31.12,30.49,8.38,0.94,20.6,-0.47
38,"ntv",0.3,10.52,29.3,28.2,0.4,0.62,0.73,-0.43
35,"ntv",0.08,17.52,31.12,29.78,3.05,1.11,9.91,-0.21
38,"wtv",0.4,14.43,32.06,31.5,0.16,-0.01,0.59,0.59
37,"wtv",0.28,11.1,30.47,29.15,1.58,0.38,4.2,-0.68
38,"wtv",0.3,12.26,30.6,29.63,1.74,0.92,1.98,-0.27
35,"wtv",0.16,33.01,29.38,27.9,9.69,-0.79,9.61,0.66
37,"ntv",0.59,8.11,31.11,32.32,0.75,0.22,0.8,-0.65
35,"wtv",0.42,20.61,30.54,29.02,11.3,0.72,17.61,-0.63
31,"wtv",0.23,17.47,32.1,31.05,13.81,0.72,31.09,-0.5
32,"ntv",0.09,10.04,33.25,33.01,0.07,-0.24,0,-0.38
37,"wtv",0.39,10.86,30.74,31.95,167.75,0.86,101.67,-0.35
38,"ntv",0.29,15.35,31.36,31.19,0.13,-0.23,0.67,0.69
31,"ntv",0.67,3.62,32.82,32.04,0,0.05,0,-0.89
38,"wtv",0.43,10.71,32.08,31.48,2.06,0.17,1.19,-0.75
38,"wtv",0.42,9.17,31.04,29.87,0.16,0.84,0.24,-0.24
38,"wtv",0.54,16.31,31.79,31.17,2.65,0.76,1.76,-0.32
32,"ntv",0.23,6.13,34.06,34.1,3.15,-0.21,4.7,0.38
37,"wtv",0.26,15.06,30.04,29.15,19.45,0.86,18.26,-0.24
24,"ntv",0.29,8.93,32.39,31.75,0.14,0.83,1.82,-0.28
35,"ntv",0.38,14.04,31.19,30.39,26.4,0.9,29.58,-0.35
35,"ntv",0.23,4.63,32.13,30.67,38.19,0.9,13.77,-0.31
38,"wtv",0.31,9.17,31.61,30.27,8.35,0.49,9.95,0.23
35,"wtv",0.43,5.94,32.2,31.17,0.09,0.63,0.75,0.09
37,"ntv",0.35,15.3,29.72,31,137.37,0.88,126.48,-0.27
35,"wtv",0.28,13.18,29.92,27.81,5.33,1.13,5.3,-0.1
34,"wtv",0.3,9.51,31.19,30.13,67.14,1.06,63.48,-0.26
35,"wtv",0.28,20.7,28.66,26.95,2.65,1.12,3.75,-0.22
32,"ntv",0.64,17.47,32.66,32.31,3.92,-0.08,6.71,0.9
37,"wtv",0.39,12.21,30.64,31.88,61.19,0.81,55.09,-0.19
30,"wtv",0.32,19.79,29.99,28.92,8.34,0.89,9.82,-0.31
37,"wtv",0.31,13.75,28.9,30.53,9.42,0.78,23.19,-0.61
31,"ntv",0.28,19.84,31.63,30.56,28.65,0.44,50.15,-0.81
36,"ntv",0.74,3.47,32.39,33.48,0.11,-0.06,0.31,-0.05
38,"wtv",0.3,8.3,31.69,30.07,2.32,0.47,3.01,-0.21
37,"wtv",0.31,12.98,30.13,31.71,6.17,-0.09,11.49,0.17
35,"ntv",0.32,16.22,31.85,30.46,3.98,0.89,6.28,-0.15
30,"ntv",0.36,17.37,30.26,29.39,182.13,0.77,219.95,-0.27
38,"wtv",0.33,9.31,31.77,30.42,0.25,0.85,0.73,-0.08
36,"ntv",0.47,16.26,30.52,31.73,1.15,0.39,0.29,-0.6
38,"ntv",0.51,2.17,33.45,32.62,0.17,0.3,0.61,-0.82
39,"ntv",0.14,-2.99,34.18,32.79,1.15,-0.26,5.06,0.61
30,"wtv",0.18,25.34,28.75,27.88,12.33,-0.42,20.87,-0.46
35,"wtv",0.26,16.99,28.79,26.78,4.16,1.15,6.6,0.03
38,"ntv",0.23,12.02,30.58,29.82,0.51,0.5,1.36,-0.13
30,"ntv",0.28,26.78,29.55,29.05,0,-0.41,0,0.45
24,"wtv",0.07,9.46,31.97,31.19,7.09,-1.08,19.54,-0.11
34,"wtv",0.26,13.61,31.3,30.26,18.04,0.99,15.81,-0.44
34,"ntv",0.15,10.23,31.17,29.78,66.95,0.96,40.25,-0.37
38,"ntv",0.26,13.42,32.31,31.78,37.11,0.82,32.22,-0.43
35,"wtv",0.43,17.04,31.27,29.63,21.78,1.08,22.13,0.19
32,"ntv",0.11,5.45,33.92,33.06,0.15,0.46,0.2,0.06
36,"ntv",0.81,6.56,30.74,32.04,0.17,0.12,0.3,-0.91
34,"wtv",0.2,4.2,31.85,30.74,17.36,1,15.14,-0.16
36,"wtv",0.78,6.95,29.98,31.31,4.25,0.63,2.17,-0.79
35,"ntv",0.67,27.8,29.28,27.92,6.87,1.06,8.29,-0.2
30,"ntv",0.94,79,24.95,23.85,1028.1,1.04,791.6,-0.26
31,"wtv",0.26,29.1,32.37,31.46,14.38,0.62,21.42,-0.75
39,"ntv",0.45,1.93,33.43,31.85,5.15,-0.36,6.82,-0.53
39,"ntv",0.17,4.49,34.01,33.89,1.2,-0.25,3.13,-0.02
35,"wtv",0.18,23.41,28.41,26.78,4.49,-0.43,6.51,-0.33
35,"wtv",0.44,13.27,31.78,30.78,0.5,0.49,0.94,0.3
31,"wtv",0.58,17.08,30.77,30.04,0.65,-0.58,3.85,-0.56
34,"wtv",0.34,11.78,31.89,30.8,11.93,1.1,10.61,-0.01
38,"wtv",0.5,15.15,31.87,31.24,2.11,0.79,1.27,-0.31
36,"ntv",0.48,3.33,30.77,31.82,1.53,-0.11,1.18,-0.83
39,"ntv",0.16,3.76,34.29,34.1,2.64,-0.18,4.94,0.19
37,"wtv",0.37,12.74,30.62,32.32,5.46,-0.72,8.18,0.73
38,"wtv",0.31,10.52,31.72,30.25,0.4,0.19,0.51,-0.52
39,"ntv",0.21,15.11,29.13,27.82,28.99,0.94,32.01,-0.28
31,"wtv",0.33,22.44,31.98,30.98,5.26,0.89,8.33,-0.24
31,"ntv",0.45,17.37,30.3,29.6,40.47,0.74,74.09,-0.62
37,"ntv",0.51,2.08,29.77,30.35,0.21,-0.11,0.59,-1.04
39,"ntv",0.13,2.27,34.58,33.66,1.92,-0.13,8.91,-0.66
34,"ntv",0.15,11.97,30.34,29.06,6.81,0.87,4.38,-0.2
35,"wtv",0.42,13.32,31.83,30.59,0.52,-0.76,2.45,0.69
36,"wtv",0.69,11.29,29.95,31.42,1.78,-0.18,5.91,-1.01
38,"ntv",0.45,18.53,30.83,30.42,0.04,-0.75,0.26,0.65
32,"ntv",0.23,18.58,33.04,31.83,1.84,0.4,1.24,0.15
37,"wtv",0.28,18.87,28.74,30.02,92.34,0.87,95.99,-0.27
34,"wtv",0.28,20.51,30.29,29.19,57.83,0.73,43.51,-0.3
30,"ntv",1.33,21.19,31.51,30.58,170.3,0.64,244.85,-0.51
30,"ntv",0.36,-1.93,31.89,30.88,0.05,0.15,0,-0.53
35,"ntv",0.43,18.97,31.17,29.91,68.62,0.88,75.05,-0.4
43,"ntv",3.27,7.34,33.46,32.64,0,0.01,0,0.16
35,"wtv",0.24,17.76,29.2,27.22,19.4,0.35,19.99,-0.18
39,"ntv",0.28,93.53,23.23,25.84,730.98,0.82,361.99,-0.47
31,"wtv",0.5,12.5,31.27,30.28,4.6,-0.16,5.26,-1.25
35,"ntv",0.29,15.78,30.07,28.82,62.24,0.97,56.58,-0.49
37,"wtv",0.28,9.07,31.62,30.54,0.66,0.92,0.78,0.03
39,"ntv",0.22,24.13,31.4,30.66,4.11,-0.39,4.39,-0.99
34,"wtv",0.22,26.06,28.97,28.32,6.87,1.08,1.69,-0.09
37,"ntv",0.67,4.1,29.13,30,0.24,-0.17,0.72,-1.04
31,"ntv",0.22,35.86,32.97,31.46,4.26,0.34,10.4,-0.32
34,"ntv",0.43,10.47,30.59,28.06,114.22,1.09,60.42,-0.27
37,"wtv",0.38,13.66,30.38,31.6,70.09,0.56,37.17,-0.08
31,"ntv",0.74,24.28,32.24,31.59,5.74,0.44,9.44,-0.89
38,"wtv",0.43,12.55,31.97,31.28,4.52,0.17,5.04,-0.56
34,"wtv",0.28,20.22,30.34,29.26,165.34,0.97,134.67,-0.3
35,"wtv",0.43,13.95,32.16,31.42,0.39,-0.85,1.19,0.57
37,"wtv",0.25,9.02,32.14,30.87,4.64,0.41,7.68,-0.5
38,"wtv",0.44,12.21,32.01,31.48,6.58,0.42,6.9,-0.88
36,"wtv",0.78,7.96,30.03,31.34,0.43,-0.12,0.26,-0.9
35,"wtv",0.38,15.97,31.99,31.19,34.73,0.3,39.6,0.21
39,"ntv",1.62,31.51,33.6,32.78,1361.6,0.87,1041.4,-0.07
38,"wtv",0.29,7.53,32.4,31.69,1.25,0.48,2.38,-0.47
31,"ntv",0.32,9.89,30.24,28.8,51.39,0.95,56.68,-0.1
38,"ntv",0.31,-1.21,32.61,31.69,10.41,-0.14,14.88,0.27
31,"ntv",0.04,22.54,30.48,29,5.04,0.46,6.9,-0.39
37,"wtv",0.34,11.44,28.74,30.15,2.33,0.9,2.74,-0.32
38,"ntv",0.32,4.58,32.4,32.04,0.39,-0.3,0.36,0.3
31,"ntv",0.27,23.36,31.07,30.49,8.02,-0.05,39.9,-0.5
30,"ntv",0.34,12.79,31.1,30.16,10.66,0.73,15.32,-0.61
38,"wtv",0.24,8.59,31.39,30.02,0.64,0.38,1.23,-0.14
38,"ntv",0.22,6.32,32.7,31.5,0.25,0.02,0.56,0.02
32,"ntv",0.1,4.05,34.13,33.4,0.79,-0.28,3.43,0.51
24,"wtv",0.11,9.8,32.71,32.2,0.84,0.71,0.91,-0.56
39,"ntv",1.18,22.68,32.33,31.9,118.91,0.9,150.41,0.1
35,"ntv",0.2,18.19,30.01,28.41,91.52,0.76,44.62,-0.27
31,"ntv",0.29,14.04,32,30.78,0.26,0.01,1.08,0.84
30,"wtv",0.3,9.31,30.83,29.71,7,0.8,12.2,-0.56
32,"ntv",0.08,25.39,30.36,29.64,0.43,0.31,0.21,-0.6
31,"ntv",0.41,17.08,31.09,29.87,1.21,-0.25,2.39,0.11
37,"ntv",0.45,2.75,31.36,32.36,0.47,-0.07,0.39,-0.12
30,"ntv",0.47,6.66,31.29,30.48,0,-0.43,0.02,-0.91
36,"ntv",0.43,16.07,30.71,31.82,0.52,0.42,0.56,-0.65
31,"ntv",0.61,20.56,30.51,29.54,5.55,0.01,4.3,-0.52
35,"wtv",0.42,15.68,31.78,30.57,0,-0.75,0.24,0.69
24,"wtv",0.06,10.33,32.27,31.47,20.67,-0.91,30.11,-0.15
37,"ntv",0.59,18.1,27.9,28.53,0.77,-0.48,1.12,0.73
34,"wtv",0.37,19.06,31.54,30.85,4.82,0.62,7.48,-0.71
31,"wtv",0.5,24.71,32.91,31.97,0.1,-0.25,0.12,-0.34
34,"wtv",0.16,18.19,31.47,30.59,179.63,0.99,160.23,0.04
24,"wtv",0.07,9.51,31.75,31.06,6.9,0.78,1.83,-0.45
31,"ntv",0.29,18.19,31.27,30.11,18.21,0.95,32.78,-0.43
34,"wtv",0.21,15.73,31.58,30.63,22.7,1.02,19.42,-0.38
31,"ntv",0.3,19.55,31.73,31.07,40.08,0.83,69.08,-0.75
39,"ntv",0.72,39.43,28.39,29.47,823.77,0.85,391,-0.48
31,"wtv",0.99,15.06,33.34,32.61,17.55,-0.25,30.9,-0.11
39,"ntv",0.31,50.19,28.22,28.47,623.96,0.9,429.51,-0.38
32,"ntv",0.1,15.2,32.97,31.92,0.09,0.45,0.05,-0.79
36,"ntv",1.08,6.95,31.33,32.93,18.97,0.69,26.31,-0.7
34,"wtv",0.23,8.01,30.91,29.41,0.36,1.1,5.78,-0.29
38,"wtv",0.25,3.62,31.81,29.96,7.6,0.51,15,0.59
39,"ntv",0.19,2.32,34.43,34.14,1.81,-0.07,4.91,-0.39
38,"wtv",0.4,11.82,30.73,29.62,2.08,0.64,4.46,-0.46
31,"ntv",0.28,24.85,31.09,30.26,31.81,0.32,50.94,-0.37
34,"wtv",0.14,13.08,30.9,29.57,3.49,0.98,7.36,-0.29
37,"ntv",0.52,15.01,29.18,30.89,55.65,0.34,88.16,-0.89
30,"wtv",0.3,14.72,30.86,29.95,14.17,-0.75,21.48,-0.16
31,"ntv",0.06,24.47,28.47,26.66,50.77,0.87,60.91,-0.19
34,"ntv",0.95,18.92,30.99,29.38,26.39,0.81,16.75,-0.36
31,"wtv",0.34,23.6,32.03,31,2.1,0.69,9.07,-0.2
37,"wtv",0.2,9.41,31.01,29.83,2.68,0.69,2.72,-0.18
31,"ntv",0.27,0.48,32.2,30.13,2.57,0.24,3.44,-0.76
35,"wtv",0.28,12.79,30.9,29.56,2.78,1.11,4.27,-0.12
34,"ntv",0.8,16.6,28.85,26.6,40.97,1.06,29.84,-0.24
35,"wtv",0.29,5.65,30.98,29.5,10.9,1.1,16.84,-0.21
25,"wtv",0.98,3.33,33.63,32.7,0,0.06,0,-0.71
30,"wtv",0.3,12.21,30.75,29.82,7.86,0.75,15.66,-0.62
30,"wtv",0.17,17.47,28.63,27.53,3.93,0.44,9.35,-0.82
35,"wtv",0.28,14.29,30.54,29.12,81.88,1,53.81,-0.24
39,"ntv",0.2,4.01,33.96,33.97,1.24,-0.25,8.14,0.7
34,"wtv",0.68,1.35,32.35,31.14,11.61,0.44,12,-0.18
30,"ntv",0.62,4.63,32.19,31.69,0.02,-0.12,0.18,-0.97
39,"ntv",0.19,2.03,33.93,33.25,4.19,-0.42,7.75,0.32
25,"wtv",0.96,10.23,32,30.8,0.05,0.03,0,-0.87
32,"ntv",0.27,22.06,32.71,33,0.94,-0.3,1.06,0.8
37,"wtv",0.44,9.75,30.79,31.8,81.9,0.71,70.37,-0.48
25,"wtv",0.93,4.97,32.99,31.92,0,-0.02,0.02,-0.75
35,"wtv",0.43,7.14,32.25,31.34,0.03,0.56,0.19,0.27
31,"wtv",0.65,15.3,31.17,29.82,4.71,0.66,4.79,-0.38
34,"wtv",0.2,7.34,31.82,30.7,14.85,1.04,13.4,-0.07
30,"wtv",0.32,10.91,31.02,30.1,18.79,0.69,32,-0.68
35,"wtv",0.29,20.03,30.44,29.04,8.82,1.15,10.95,-0.08
34,"wtv",0.39,12.74,30.54,29.08,11.42,0.71,11.37,-0.29
38,"wtv",0.36,4.58,32.65,31.63,1.19,0.27,1.95,-0.3
34,"wtv",1.26,7.87,32.18,31.8,3.91,0.49,8.35,-0.77
37,"ntv",0.68,6.27,30.62,31.42,0.55,0.47,0.3,-0.42
24,"wtv",0.18,3.52,33.33,32.85,1.92,0.49,1.27,-0.49
35,"wtv",0.29,10.18,30.93,29.46,137.58,0.96,107.73,-0.2
24,"ntv",0.21,3.76,33.48,32.61,5.67,-0.19,4.93,-0.68
38,"wtv",0.28,7.48,32.41,31.61,2.86,0.54,1.63,-0.45
34,"wtv",0.14,12.31,31.36,30.28,1.1,0.06,0.96,-0.86
34,"wtv",0.24,15.44,31.83,30.87,14.07,0.64,19.39,-0.73
38,"ntv",0.42,7.24,32.11,32.3,0.09,-0.3,0.33,0.54
37,"wtv",0.39,13.37,30.74,32.23,57.91,0.74,79.14,-0.14
